step,loss,acc,lr
50,0.6897720098495483,0.560261607170105,0.00010094999999999999
100,0.6911900043487549,0.5614799857139587,0.00020089999999999984
150,0.6848906874656677,0.5634923577308655,0.00030084999999999997
200,0.6860333681106567,0.5623984932899475,0.00040079999999999977
250,0.6872836947441101,0.5631168484687805,0.0005007499999999998
300,0.686000645160675,0.5642054080963135,0.0006007
350,0.6863124966621399,0.5582524538040161,0.0007006499999999999
400,0.6871938705444336,0.5613645911216736,0.0008005999999999998
450,0.6864075660705566,0.5583614706993103,0.0009005499999999991
500,0.6862468123435974,0.5619089007377625,0.0010004999999999997
550,0.685470461845398,0.56129390001297,0.0011004499999999993
600,0.690254807472229,0.5544633269309998,0.001200399999999999
650,0.6860153079032898,0.5595797300338745,0.0013003499999999998
700,0.6875259876251221,0.5580635666847229,0.001400300000000001
750,0.6864765286445618,0.5582529902458191,0.0015002500000000011
800,0.6855815649032593,0.5606897473335266,0.0016002000000000015
850,0.6864559054374695,0.5628340244293213,0.0017001500000000023
900,0.683986485004425,0.5656719207763672,0.0018001000000000037
950,0.686673641204834,0.5630796551704407,0.001900050000000002
1000,0.6867950558662415,0.5564027428627014,0.002
1050,0.6908001899719238,0.5619269013404846,0.001999937371470926
1100,0.6889030337333679,0.5547983646392822,0.0019997494937677917
1150,0.6867365837097168,0.5594344139099121,0.0019994363905418634
1200,0.6868470311164856,0.5574204325675964,0.0019989981012086054
1250,0.6851150393486023,0.5646217465400696,0.0019984346809427257
1300,0.6860945224761963,0.5604329705238342,0.0019977462006712204
1350,0.6870602369308472,0.557915210723877,0.0019969327470644596
1400,0.6873226761817932,0.5554055571556091,0.0019959944225252596
1450,0.6861024498939514,0.560862123966217,0.0019949313451760055
1500,0.6851488351821899,0.5643643140792847,0.001993743648843773
1550,0.6860118508338928,0.5614590048789978,0.0019924314830434874
1600,0.6860712170600891,0.5603712797164917,0.0019909950129590914
1650,0.6851106286048889,0.5636979341506958,0.001989434419422768
1700,0.6868960857391357,0.5581570863723755,0.0019877498988921587
1750,0.6886181831359863,0.5630643367767334,0.00198594166342564
1800,0.6853875517845154,0.5665830373764038,0.001984009940655632
1850,0.6872550249099731,0.5597088932991028,0.0019819549737599335
1900,0.6868612766265869,0.5640222430229187,0.0019797770214311145
1950,0.6847753524780273,0.5612626075744629,0.0019774763578439512
2000,0.6874682307243347,0.5597330331802368,0.0019750532726209072
2050,0.6857132315635681,0.565689206123352,0.0019725080707956788
2100,0.6848259568214417,0.5634015202522278,0.001969841072774794
2150,0.6864303350448608,0.5608056783676147,0.00196705261429727
2200,0.6862627267837524,0.5612962245941162,0.001964143046392363
2250,0.6848589181900024,0.562074601650238,0.001961112735335361
2300,0.6856231093406677,0.5621593594551086,0.0019579620626014875
2350,0.6843468546867371,0.5626473426818848,0.001954691424817879
2400,0.6863109469413757,0.560817301273346,0.0019513012337136512
2450,0.6824599504470825,0.5691969394683838,0.001947791916068064
2500,0.684490978717804,0.5648373365402222,0.0019441639136567983
2550,0.6845189332962036,0.5648812651634216,0.0019404176831963463
2600,0.6831139326095581,0.5702614784240723,0.001936553696286513
2650,0.6843729019165039,0.5602839589118958,0.0019325724393510486
2700,0.6859570145606995,0.5585939288139343,0.0019284744135764187
2750,0.6850059032440186,0.5578495860099792,0.0019242601348487055
2800,0.686789333820343,0.5582172274589539,0.0019199301336886685
2850,0.6848832368850708,0.5590384602546692,0.0019154849551849585
2900,0.6868612766265869,0.559677243232727,0.001910925158925498
2950,0.6872550249099731,0.5588976144790649,0.001906251318927034
3000,0.687869131565094,0.5590907335281372,0.0019014640235628826
3050,0.6862642168998718,0.5651795864105225,0.0018965638754888574
3100,0.6866021752357483,0.5584806799888611,0.0018915514915674007
3150,0.6867577433586121,0.5633060932159424,0.0018864275027899355
3200,0.6853797435760498,0.5632174611091614,0.0018811925541974274
3250,0.6855475902557373,0.5583329796791077,0.0018758473047991826
3300,0.6861003041267395,0.5630753040313721,0.0018703924274898903
3350,0.6849911212921143,0.5570709109306335,0.0018648286089649106
3400,0.6843220591545105,0.5605645179748535,0.0018591565496338324
3450,0.686664342880249,0.5621169805526733,0.001853376963532297
3500,0.6871305704116821,0.5602148771286011,0.0018474905782321182
3550,0.6872142553329468,0.5609105229377747,0.0018414981347496839
3600,0.6860353946685791,0.5615559816360474,0.001835400387452672
3650,0.6845809817314148,0.5623222589492798,0.001829198103965092
3700,0.6850573420524597,0.5625049471855164,0.001822892065070647
3750,0.6852506995201111,0.5618321299552917,0.00181648306461444
3800,0.6857396364212036,0.5638951659202576,0.0018099719094030495
3850,0.6866381764411926,0.5636568069458008,0.001803359419102953
3900,0.683373212814331,0.5672745704650879,0.0017966464261373505
3950,0.6827783584594727,0.5684624314308167,0.0017898337755813654
4000,0.6868378520011902,0.5631622672080994,0.0017829223250556674
4050,0.6857086420059204,0.5656967759132385,0.0017759129446185112
4100,0.6851454973220825,0.5650768280029297,0.0017688065166561995
